# f, real(s11), imag(s11), real(s21), imag(s21), real(s22), imag(s22)
6.579589844000000198e+01 -3.980158227710917096e-03 7.440939260662776666e-03 7.191336648419620614e-01 -6.771231912066797420e-01 1.960451635716306540e-02 -1.458133822724839990e-03
6.580200195000000463e+01 -3.979397390581312921e-03 7.441026448642876212e-03 7.190861272332689236e-01 -6.771726051367221721e-01 1.960480580611589918e-02 -1.458816370997194269e-03
6.580810547000000099e+01 -3.978636566775453631e-03 7.441113566744012031e-03 7.190385861884769358e-01 -6.772220158047672633e-01 1.960509513829171435e-02 -1.459498950581742923e-03
6.581420898000000363e+01 -3.977875758791958594e-03 7.441200614686976911e-03 7.189910418635782063e-01 -6.772714230486509557e-01 1.960538435272843327e-02 -1.460181559208927711e-03
6.582031250000000000e+01 -3.977114964143026177e-03 7.441287592763093373e-03 7.189434941029875237e-01 -6.773208270300192790e-01 1.960567345035679754e-02 -1.460864199082509678e-03
6.582641601999999637e+01 -3.976354184080432841e-03 7.441374500835200301e-03 7.188959429848105209e-01 -6.773702276676654144e-01 1.960596243068800371e-02 -1.461546869051494378e-03
6.583251952999999901e+01 -3.975593419855927291e-03 7.441461338767302314e-03 7.188483885871709278e-01 -6.774196248804087439e-01 1.960625129323442795e-02 -1.462229567964394268e-03
6.583862304999999537e+01 -3.974832668982006267e-03 7.441548106850048860e-03 7.188008307544524467e-01 -6.774690188298602145e-01 1.960654003892654818e-02 -1.462912298025219977e-03
6.584472655999999802e+01 -3.974071933956636882e-03 7.441634804804912739e-03 7.187532696427026968e-01 -6.775184093539121655e-01 1.960682866680277248e-02 -1.463595056964250201e-03
6.585083007999999438e+01 -3.973311212292551797e-03 7.441721432921634405e-03 7.187057050962821769e-01 -6.775677966141524511e-01 1.960711717779406449e-02 -1.464277846985707204e-03
6.585693358999999703e+01 -3.972550506487620980e-03 7.441807990922984228e-03 7.186581372712613769e-01 -6.776171804484991679e-01 1.960740557093924863e-02 -1.464960665819474385e-03
6.586303710999999339e+01 -3.971789814054424439e-03 7.441894479097939386e-03 7.186105660119790350e-01 -6.776665610185186317e-01 1.960769384716955221e-02 -1.465643515670112928e-03
6.586914061999999603e+01 -3.971029137491061123e-03 7.441980897169304943e-03 7.185629914745262914e-01 -6.777159381621484791e-01 1.960798200552393844e-02 -1.466326394267227591e-03
6.587524414000000661e+01 -3.970268474310104101e-03 7.442067245426016442e-03 7.185154135032199019e-01 -6.777653120409345977e-01 1.960827004693185827e-02 -1.467009303815631962e-03
6.588134766000000297e+01 -3.969507825763177178e-03 7.442153523732640552e-03 7.184678321762147934e-01 -6.778146825737212389e-01 1.960855797090638175e-02 -1.467692243163767809e-03
6.588745117000000562e+01 -3.968747193101723747e-03 7.442239731953549653e-03 7.184202475716847669e-01 -6.778640496793741921e-01 1.960884577696014874e-02 -1.468375211159711740e-03
6.589355469000000198e+01 -3.967986573838865050e-03 7.442325870377401731e-03 7.183726595339161580e-01 -6.779134135194078148e-01 1.960913346602217999e-02 -1.469058210008646189e-03
6.589965820000000463e+01 -3.967225970471874308e-03 7.442411938727536147e-03 7.183250682190541747e-01 -6.779627739318137003e-01 1.960942103713489426e-02 -1.469741237439683469e-03
6.590576172000000099e+01 -3.966465380513976846e-03 7.442497937292277821e-03 7.182774734713613940e-01 -6.780121310780831134e-01 1.960970849122485593e-02 -1.470424295658142406e-03
6.591186523000000363e+01 -3.965704806462688747e-03 7.442583865795583675e-03 7.182298754470074487e-01 -6.780614847962289637e-01 1.960999582733591318e-02 -1.471107382393021905e-03
6.591796875000000000e+01 -3.964944245831152070e-03 7.442669724524550445e-03 7.181822739902312680e-01 -6.781108352477223100e-01 1.961028304639458875e-02 -1.471790499849764391e-03
6.592407226999999637e+01 -3.964183699870608979e-03 7.442755513344695428e-03 7.181346691792267478e-01 -6.781601823514427085e-01 1.961057014791482700e-02 -1.472473646876466856e-03
6.593017577999999901e+01 -3.963423169832364090e-03 7.442841232121182038e-03 7.180870610922068797e-01 -6.782095260262996916e-01 1.961085713141268172e-02 -1.473156822321022462e-03
6.593627929999999537e+01 -3.962662653229837018e-03 7.442926881141294360e-03 7.180394495733803950e-01 -6.782588664337292350e-01 1.961114399781255235e-02 -1.473840028389148153e-03
6.594238280999999802e+01 -3.961902152560134449e-03 7.443012460129364016e-03 7.179918347789706612e-01 -6.783082034117988712e-01 1.961143074616031323e-02 -1.474523262809513020e-03
6.594848632999999438e+01 -3.961141665336613549e-03 7.443097969372459988e-03 7.179442165531633169e-01 -6.783575371219225936e-01 1.961171737738090504e-02 -1.475206527787999026e-03
6.595458983999999703e+01 -3.960381194056644683e-03 7.443183408595913098e-03 7.178965950522037121e-01 -6.784068674021912493e-01 1.961200389052045190e-02 -1.475889821052987511e-03
6.596069335999999339e+01 -3.959620736233342153e-03 7.443268778085404547e-03 7.178489701202570572e-01 -6.784561944139984035e-01 1.961229028650303408e-02 -1.476573144810561233e-03
6.596679688000000397e+01 -3.958860293118170171e-03 7.443354077706895722e-03 7.178013418355537745e-01 -6.785055180762666893e-01 1.961257656484463596e-02 -1.477256497908671033e-03
6.597290039000000661e+01 -3.958099865962308450e-03 7.443439307326847609e-03 7.177537102763461574e-01 -6.785548383079398338e-01 1.961286272506185258e-02 -1.477939879194737358e-03
6.597900391000000297e+01 -3.957339452279003134e-03 7.443524467229858943e-03 7.177060752867661098e-01 -6.786041552703752089e-01 1.961314876807837559e-02 -1.478623290875267756e-03
6.598510742000000562e+01 -3.956579054565471931e-03 7.443609557143286704e-03 7.176584370231138266e-01 -6.786534688017220596e-01 1.961343469294123121e-02 -1.479306730678183216e-03
6.599121094000000198e+01 -3.955818670335335685e-03 7.443694577351271657e-03 7.176107953294993402e-01 -6.787027790633135549e-01 1.961372050057412497e-02 -1.479990200810203356e-03
6.599731445000000463e+01 -3.955058302085354138e-03 7.443779527581233235e-03 7.175631503622446061e-01 -6.787520858933238088e-01 1.961400619002522105e-02 -1.480673698998908510e-03
6.600341797000000099e+01 -3.954297947329314666e-03 7.443864408117305265e-03 7.175155019654382293e-01 -6.788013894530628978e-01 1.961429176221711479e-02 -1.481357227451303004e-03
6.600952148000000363e+01 -3.953537608564025585e-03 7.443949218687205549e-03 7.174678502954237036e-01 -6.788506895807255859e-01 1.961457721619862260e-02 -1.482040783894858537e-03
6.601562500000000000e+01 -3.952777283303239575e-03 7.444033959574693216e-03 7.174201951962682067e-01 -6.788999864376037419e-01 1.961486255289192349e-02 -1.482724370536637548e-03
6.602172851999999637e+01 -3.952016972797990635e-03 7.444118630646416601e-03 7.173725367462506775e-01 -6.789492799426681824e-01 1.961514777181426472e-02 -1.483407986224051815e-03
6.602783202999999901e+01 -3.951256678299243374e-03 7.444203231769655482e-03 7.173248750236747018e-01 -6.789985700149137049e-01 1.961543287248405931e-02 -1.484091629804237941e-03
6.603393554999999537e+01 -3.950496397320889252e-03 7.444287763227405708e-03 7.172772098725730405e-01 -6.790478568156010919e-01 1.961571785582189031e-02 -1.484775303484589916e-03
6.604003905999999802e+01 -3.949736132359556173e-03 7.444372224748377342e-03 7.172295414493445875e-01 -6.790971401829732912e-01 1.961600272087966890e-02 -1.485459004992172646e-03
6.604614257999999438e+01 -3.948975880929204985e-03 7.444456616615253985e-03 7.171818695980018976e-01 -6.791464202782733217e-01 1.961628746857638217e-02 -1.486142736534522583e-03
6.605224608999999703e+01 -3.948215645526241546e-03 7.444540938557106524e-03 7.171341944749656250e-01 -6.791956969397661137e-01 1.961657209796538459e-02 -1.486826495838622451e-03
6.605834960999999339e+01 -3.947455423665008345e-03 7.444625190855938546e-03 7.170865159242254538e-01 -6.792449703286707052e-01 1.961685660996473346e-02 -1.487510285112193017e-03
6.606445311999999603e+01 -3.946695217841668379e-03 7.444709373241653605e-03 7.170388341022250200e-01 -6.792942402832722326e-01 1.961714100362801916e-02 -1.488194102081830594e-03
6.607055664000000661e+01 -3.945935025570425358e-03 7.444793485995811200e-03 7.169911488529314703e-01 -6.793435069647690838e-01 1.961742527987321572e-02 -1.488877948955696570e-03
6.607666016000000297e+01 -3.945174848102236953e-03 7.444877528985954784e-03 7.169434602546750357e-01 -6.793927702921838119e-01 1.961770943822117863e-02 -1.489561824580690761e-03
6.608276367000000562e+01 -3.944414686687651439e-03 7.444961502080474358e-03 7.168957683858088181e-01 -6.794420301845560672e-01 1.961799347819107031e-02 -1.490245727803521077e-03
6.608886719000000198e+01 -3.943654538841219470e-03 7.445045405560117568e-03 7.168480730902661024e-01 -6.794912868030513753e-01 1.961827740070064274e-02 -1.490929660832591118e-03
6.609497070000000463e+01 -3.942894407058847306e-03 7.445129239155627576e-03 7.168003745245463687e-01 -6.795405399860110496e-01 1.961856120480598431e-02 -1.491613621393985669e-03
6.610107422000000099e+01 -3.942134288855085600e-03 7.445213003147821418e-03 7.167526725325615855e-01 -6.795897898945792992e-01 1.961884489142219634e-02 -1.492297611696310642e-03
6.610717773000000363e+01 -3.941374186725986328e-03 7.445296697267428376e-03 7.167049672708332153e-01 -6.796390363671174217e-01 1.961912845960657459e-02 -1.492981629465570158e-03
6.611328125000000000e+01 -3.940614098186141778e-03 7.445380321794682621e-03 7.166572585832531317e-01 -6.796882795647487541e-01 1.961941191027451181e-02 -1.493665676910510423e-03
6.611938476999999637e+01 -3.939854024485975326e-03 7.445463876598022723e-03 7.166095465481874260e-01 -6.797375194065315984e-01 1.961969524294739087e-02 -1.494349752877699921e-03
6.612548827999999901e+01 -3.939093966876153208e-03 7.445547361546324405e-03 7.165618312440288351e-01 -6.797867558115475717e-01 1.961997845714713584e-02 -1.495033856213694992e-03
6.613159179999999537e+01 -3.938333922871427306e-03 7.445630776919009985e-03 7.165141125146352596e-01 -6.798359889408818191e-01 1.962026155378923664e-02 -1.495717989127425505e-03
6.613769530999999802e+01 -3.937573894967488775e-03 7.445714122448335304e-03 7.164663905165830071e-01 -6.798852186329562564e-01 1.962054453193121106e-02 -1.496402149344469058e-03
6.614379882999999438e+01 -3.936813880679103372e-03 7.445797398413299406e-03 7.164186650937073297e-01 -6.799344450488351566e-01 1.962082739248728613e-02 -1.497086339074047171e-03
6.614990233999999703e+01 -3.936053882502003887e-03 7.445880604546151194e-03 7.163709364026060733e-01 -6.799836680269615297e-01 1.962111013451656172e-02 -1.497770556041591724e-03
6.615600585999999339e+01 -3.935293897951074038e-03 7.445963741125626034e-03 7.163232042870932847e-01 -6.800328877283776663e-01 1.962139275893240442e-02 -1.498454802456395361e-03
6.616210938000000397e+01 -3.934533928276667814e-03 7.446046808020655161e-03 7.162754688255772439e-01 -6.800821040721798383e-01 1.962167526525789019e-02 -1.499139077164943950e-03
6.616821289000000661e+01 -3.933773974729222467e-03 7.446129805101543708e-03 7.162277300964877691e-01 -6.801313169774911849e-01 1.962195765301676109e-02 -1.499823379013290976e-03
6.617431641000000297e+01 -3.933014034823795191e-03 7.446212732645424159e-03 7.161799879436060445e-01 -6.801805266053213561e-01 1.962223992312098209e-02 -1.500507710211246900e-03
6.618041992000000562e+01 -3.932254111055681622e-03 7.446295590386446672e-03 7.161322425235836509e-01 -6.802297327941659866e-01 1.962252207463194287e-02 -1.501192068483600452e-03
6.618652344000000198e+01 -3.931494200940091610e-03 7.446378378601431480e-03 7.160844936801818994e-01 -6.802789357050122998e-01 1.962280410846135859e-02 -1.501876456040330361e-03
6.619262695000000463e+01 -3.930734306972404057e-03 7.446461097024757725e-03 7.160367415700745752e-01 -6.803281351763825757e-01 1.962308602367138222e-02 -1.502560870606228392e-03
6.619873047000000099e+01 -3.929974426667794118e-03 7.446543745933502378e-03 7.159889860370004522e-01 -6.803773313692431657e-01 1.962336782117239664e-02 -1.503245314391366948e-03
6.620483398000000363e+01 -3.929214562521363141e-03 7.446626325062245810e-03 7.159412272376552977e-01 -6.804265241221343352e-01 1.962364950002763730e-02 -1.503929785120253519e-03
6.621093750000000000e+01 -3.928454712048549957e-03 7.446708834687065792e-03 7.158934650157562363e-01 -6.804757135959986769e-01 1.962393106114673769e-02 -1.504614285003213125e-03
6.621704101999999637e+01 -3.927694876499625287e-03 7.446791274678364603e-03 7.158456994497595094e-01 -6.805248997099853092e-01 1.962421250405529949e-02 -1.505298812886275619e-03
6.622314452999999901e+01 -3.926935057124589235e-03 7.446873644906579215e-03 7.157979306181451173e-01 -6.805740823832666653e-01 1.962449382827916033e-02 -1.505983367615223219e-03
6.622924804999999537e+01 -3.926175251438922265e-03 7.446955945647544539e-03 7.157501583645953236e-01 -6.806232617767493664e-01 1.962477503472698226e-02 -1.506667951400498476e-03
6.623535155999999802e+01 -3.925415461937746542e-03 7.447038176636978923e-03 7.157023828458617398e-01 -6.806724377290322980e-01 1.962505612246424891e-02 -1.507352561966356259e-03
6.624145507999999438e+01 -3.924655686136424571e-03 7.447120338150065022e-03 7.156546039056076447e-01 -6.807216104010056501e-01 1.962533709239870638e-02 -1.508037201523563945e-03
6.624755858999999703e+01 -3.923895926529939737e-03 7.447202429922916700e-03 7.156068217006049670e-01 -6.807707796312885140e-01 1.962561794359626854e-02 -1.508721867796026855e-03
6.625366210999999339e+01 -3.923136180633890469e-03 7.447284452230154561e-03 7.155590360744946699e-01 -6.808199455807457667e-01 1.962589867696545864e-02 -1.509406562994738531e-03
6.625976561999999603e+01 -3.922376450943010351e-03 7.447366404808836160e-03 7.155112471840706645e-01 -6.808691080880202584e-01 1.962617929157198238e-02 -1.510091284843554423e-03
6.626586914000000661e+01 -3.921616734973217000e-03 7.447448287932700861e-03 7.154634548729522647e-01 -6.809182673139564379e-01 1.962645978832346094e-02 -1.510776035553534642e-03
6.627197266000000297e+01 -3.920857033974281536e-03 7.447530101473094633e-03 7.154156592196455611e-01 -6.809674231777507192e-01 1.962674016674602340e-02 -1.511460813970252372e-03
6.627807617000000562e+01 -3.920097349196273451e-03 7.447611845301835287e-03 7.153678603026798477e-01 -6.810165755986248293e-01 1.962702042636857436e-02 -1.512145618939236130e-03
6.628417969000000198e+01 -3.919337678155020155e-03 7.447693519692148711e-03 7.153200579656402436e-01 -6.810657247373905765e-01 1.962730056809661172e-02 -1.512830452671807538e-03
6.629028320000000463e+01 -3.918578023344970740e-03 7.447775124381841860e-03 7.152722523653766151e-01 -6.811148704327452119e-01 1.962758059099896368e-02 -1.513515312891403975e-03
6.629638672000000099e+01 -3.917818382282285683e-03 7.447856659644196131e-03 7.152244433454524319e-01 -6.811640128454765630e-01 1.962786049598018445e-02 -1.514200201809700512e-03
6.630249023000000363e+01 -3.917058757461254481e-03 7.447938125217247463e-03 7.151766310627406531e-01 -6.812131518143043074e-01 1.962814028211089246e-02 -1.514885117149798429e-03
6.630859375000000000e+01 -3.916299146397975162e-03 7.448019521373631935e-03 7.151288153607827658e-01 -6.812622874999962885e-01 1.962841995029465658e-02 -1.515570061123443701e-03
6.631469726999999637e+01 -3.915539550342204966e-03 7.448100847985195117e-03 7.150809963181231632e-01 -6.813114198217906647e-01 1.962869950006111697e-02 -1.516255032576076158e-03
6.632080077999999901e+01 -3.914779970543839915e-03 7.448182104924309932e-03 7.150331740133299974e-01 -6.813605486989440241e-01 1.962897893093866475e-02 -1.516940030352817090e-03
6.632690429999999537e+01 -3.914020404518978036e-03 7.448263292462946328e-03 7.149853482899122259e-01 -6.814096742921911254e-01 1.962925824383116025e-02 -1.517625056665695884e-03
6.633300780999999802e+01 -3.913260854761756169e-03 7.448344410340396182e-03 7.149375193047974308e-01 -6.814587964403076015e-01 1.962953743781095661e-02 -1.518310109237577896e-03
6.633911132999999438e+01 -3.912501318788626226e-03 7.448425458828275558e-03 7.148896869014710331e-01 -6.815079153040053406e-01 1.962981651377965209e-02 -1.518995190280623487e-03
6.634521483999999703e+01 -3.911741799093482186e-03 7.448506437666008173e-03 7.148418512368844846e-01 -6.815570307220801816e-01 1.963009547081043249e-02 -1.519680297517517166e-03
6.635131835999999339e+01 -3.910982293192963311e-03 7.448587347124557834e-03 7.147940121545013348e-01 -6.816061428552249168e-01 1.963037430980499320e-02 -1.520365433160721568e-03
6.635742188000000397e+01 -3.910222802336507653e-03 7.448668187076921965e-03 7.147461697329058339e-01 -6.816552516227110114e-01 1.963065303029380704e-02 -1.521050596055239373e-03
6.636352539000000661e+01 -3.909463327773830821e-03 7.448748957396007786e-03 7.146983240507051027e-01 -6.817043569438410167e-01 1.963093163180770762e-02 -1.521735785045947708e-03
6.636962891000000297e+01 -3.908703867021211253e-03 7.448829658352092153e-03 7.146504749513296062e-01 -6.817534589792695332e-01 1.963121011524807114e-02 -1.522421002345595870e-03
6.637573242000000562e+01 -3.907944422572813548e-03 7.448910289685868602e-03 7.146026225917854191e-01 -6.818025575678487993e-01 1.963148847968881894e-02 -1.523106245676360748e-03
6.638183594000000198e+01 -3.907184991945075736e-03 7.448990851667378066e-03 7.145547668154816900e-01 -6.818516528702138757e-01 1.963176672603117456e-02 -1.523791517251157955e-03
6.638793945000000463e+01 -3.906425577631829349e-03 7.449071344037876130e-03 7.145069077794452550e-01 -6.819007447252392051e-01 1.963204485335018346e-02 -1.524476814792021916e-03
6.639404297000000099e+01 -3.905666177149831608e-03 7.449151767066661267e-03 7.144590453270652786e-01 -6.819498332935391982e-01 1.963232286254462666e-02 -1.525162140512101999e-03
6.640014648000000363e+01 -3.904906792992511588e-03 7.449232120495585807e-03 7.144111796153895799e-01 -6.819989184140087257e-01 1.963260075269201987e-02 -1.525847492133185863e-03
6.640625000000000000e+01 -3.904147422676945700e-03 7.449312404593365355e-03 7.143633104877864515e-01 -6.820480002472404379e-01 1.963287852469038086e-02 -1.526532871868643837e-03
6.641235351999999637e+01 -3.903388067452412402e-03 7.449392619233788371e-03 7.143154380228871059e-01 -6.820970787125575363e-01 1.963315617807215308e-02 -1.527218278563026920e-03
6.641845702999999901e+01 -3.902628728568287297e-03 7.449472764290636373e-03 7.142675622993482909e-01 -6.821461537293092015e-01 1.963343371237091795e-02 -1.527903711061039419e-03
6.642456054999999537e+01 -3.901869403541612102e-03 7.449552840032500067e-03 7.142196831605048812e-01 -6.821952254580549990e-01 1.963371112848383282e-02 -1.528589171576064890e-03
6.643066405999999802e+01 -3.901110094865545275e-03 7.449632846202099146e-03 7.141718007634584309e-01 -6.822442937377433125e-01 1.963398842548934320e-02 -1.529274657829676753e-03
6.643676757999999438e+01 -3.900350800057399148e-03 7.449712783066726740e-03 7.141239149515220541e-01 -6.822933587289148338e-01 1.963426560428520318e-02 -1.529960172035521593e-03
6.644287108999999703e+01 -3.899591521610401568e-03 7.449792650370351543e-03 7.140760258818217299e-01 -6.823424202705385966e-01 1.963454266395024683e-02 -1.530645711915001959e-03
6.644897460999999339e+01 -3.898832257041726090e-03 7.449872448379642187e-03 7.140281333976471467e-01 -6.823914785231313118e-01 1.963481960538006332e-02 -1.531331279682013801e-03
6.645507811999999603e+01 -3.898073008844343823e-03 7.449952176838817164e-03 7.139802376561458219e-01 -6.824405333256904349e-01 1.963509642765609575e-02 -1.532016873057611209e-03
6.646118164000000661e+01 -3.897313774535893227e-03 7.450031836014163467e-03 7.139323385005860167e-01 -6.824895848387046993e-01 1.963537313167344756e-02 -1.532702494256000646e-03
6.646728516000000297e+01 -3.896554555365229489e-03 7.450111425780614471e-03 7.138844360096521235e-01 -6.825386329815505970e-01 1.963564971696633854e-02 -1.533388142121428887e-03
6.647338867000000562e+01 -3.895795352581658821e-03 7.450190946013263149e-03 7.138365302620478525e-01 -6.825876776736272689e-01 1.963592618306951587e-02 -1.534073815498124488e-03
6.647949219000000198e+01 -3.895036163702493559e-03 7.450270396977674847e-03 7.137886211010099347e-01 -6.826367190753941383e-01 1.963620253087836054e-02 -1.534759516600500782e-03
6.648559570000000463e+01 -3.894276991220621542e-03 7.450349778419608493e-03 7.137407086837403991e-01 -6.826857570258986208e-01 1.963647875947460708e-02 -1.535445243149164080e-03
6.649169922000000099e+01 -3.893517832653764499e-03 7.450429090603741256e-03 7.136927928534526622e-01 -6.827347916855830423e-01 1.963675486975242912e-02 -1.536130997358794211e-03
6.649780273000000363e+01 -3.892758690494407814e-03 7.450508333275901451e-03 7.136448737673719567e-01 -6.827838228935159126e-01 1.963703086079481019e-02 -1.536816776949920943e-03
6.650390625000000000e+01 -3.891999562260439749e-03 7.450587506700724616e-03 7.135969512686892724e-01 -6.828328508101169092e-01 1.963730673349403655e-02 -1.537502584137293276e-03
6.651000976999999637e+01 -3.891240449200729368e-03 7.450666610754240471e-03 7.135490254361283036e-01 -6.828818753547964970e-01 1.963758248738728396e-02 -1.538188417764909484e-03
6.651611327999999901e+01 -3.890481352564291451e-03 7.450745645311972198e-03 7.135010963484308411e-01 -6.829308964469935628e-01 1.963785812201071512e-02 -1.538874276676745504e-03
6.652221679999999537e+01 -3.889722269868667315e-03 7.450824610638229206e-03 7.134531638487571215e-01 -6.829799142470891482e-01 1.963813363825649139e-02 -1.539560163087890779e-03
6.652832030999999802e+01 -3.888963203606765617e-03 7.450903506479589211e-03 7.134052280943871116e-01 -6.830289285942128252e-01 1.963840903520948367e-02 -1.540246074718344465e-03
6.653442382999999438e+01 -3.888204151296079103e-03 7.450982333099841204e-03 7.133572889284576224e-01 -6.830779396487240973e-01 1.963868431376129819e-02 -1.540932013783362104e-03
6.654052733999999703e+01 -3.887445115429273568e-03 7.451061090245909846e-03 7.133093465082689377e-01 -6.831269472497742967e-01 1.963895947299820754e-02 -1.541617978003059298e-03
6.654663085999999339e+01 -3.886686093524313601e-03 7.451139778181486983e-03 7.132614006769394388e-01 -6.831759515577013886e-01 1.963923451381081875e-02 -1.542303969592630003e-03
6.655273438000000397e+01 -3.885927086829922550e-03 7.451218396782186004e-03 7.132134515132272368e-01 -6.832249524919564720e-01 1.963950943573598840e-02 -1.542989987395949327e-03
6.655883789000000661e+01 -3.885168096594955600e-03 7.451296945924973381e-03 7.131654990959154228e-01 -6.832739499720190679e-01 1.963978423831304332e-02 -1.543676030256738857e-03
6.656494141000000297e+01 -3.884409120337252441e-03 7.451375425872701352e-03 7.131175432680865178e-01 -6.833229441581893937e-01 1.964005892243102236e-02 -1.544362100390560310e-03
6.657104492000000562e+01 -3.883650160549312336e-03 7.451453836373252149e-03 7.130695841870973162e-01 -6.833719348896787338e-01 1.964033348717800220e-02 -1.545048195517046167e-03
6.657714844000000198e+01 -3.882891214749162323e-03 7.451532177688707792e-03 7.130216216960094666e-01 -6.834209223267653233e-01 1.964060793344261924e-02 -1.545734317852027681e-03
6.658325195000000463e+01 -3.882132285429037988e-03 7.451610449567748484e-03 7.129736559521998585e-01 -6.834699063086817628e-01 1.964088226031474038e-02 -1.546420465114892086e-03
6.658935547000000099e+01 -3.881373370107112086e-03 7.451688652272095426e-03 7.129256867987090462e-01 -6.835188869956858593e-01 1.964115646868175302e-02 -1.547106639521709593e-03
6.659545898000000363e+01 -3.880614471275335708e-03 7.451766785550616168e-03 7.128777143929365678e-01 -6.835678642270293093e-01 1.964143055763416246e-02 -1.547792838791683338e-03
6.660156250000000000e+01 -3.879855586452346516e-03 7.451844849664664150e-03 7.128297385779002182e-01 -6.836168381629508239e-01 1.964170452805849565e-02 -1.548479065141133764e-03
6.660766601999999637e+01 -3.879096716886597240e-03 7.451922844491365439e-03 7.127817594324095118e-01 -6.836658087229539049e-01 1.964197837949492598e-02 -1.549165317413416648e-03
6.661376952999999901e+01 -3.878337863826519794e-03 7.452000769908477540e-03 7.127337770352970558e-01 -6.837147758265642583e-01 1.964225211148427908e-02 -1.549851594451838758e-03
6.661987304999999537e+01 -3.877579024790613060e-03 7.452078626176410203e-03 7.126857912295474495e-01 -6.837637396339870666e-01 1.964252572491216597e-02 -1.550537898472931523e-03
6.662597655999999802e+01 -3.876820202270793436e-03 7.452156413045307737e-03 7.126378021726149647e-01 -6.838126999845290932e-01 1.964279921887063241e-02 -1.551224227195513190e-03
6.663208007999999438e+01 -3.876061393785559805e-03 7.452234130775003962e-03 7.125898097074644388e-01 -6.838616570383719839e-01 1.964307259424573349e-02 -1.551910582836265673e-03
6.663818358999999703e+01 -3.875302601826682847e-03 7.452311779116413404e-03 7.125418139915709048e-01 -6.839106106348469272e-01 1.964334585012995904e-02 -1.552596963113874731e-03
6.664428710999999339e+01 -3.874543823912841856e-03 7.452389358328828650e-03 7.124938148678767735e-01 -6.839595609341138083e-01 1.964361898740832335e-02 -1.553283370245159539e-03
6.665039061999999603e+01 -3.873785062535460566e-03 7.452466868163525049e-03 7.124458124938803927e-01 -6.840085077755231335e-01 1.964389200517456524e-02 -1.553969801948693530e-03
6.665649414000000661e+01 -3.873026315213530524e-03 7.452544308879600898e-03 7.123978067125025238e-01 -6.840574513192150263e-01 1.964416490431321327e-02 -1.554656260441512287e-03
6.666259766000000297e+01 -3.872267583195344864e-03 7.452621680354966360e-03 7.123497976026010869e-01 -6.841063914847420602e-01 1.964443768436532900e-02 -1.555342744566672345e-03
6.666870117000000562e+01 -3.871508867729162029e-03 7.452698982468454469e-03 7.123017852430582053e-01 -6.841553281916807894e-01 1.964471034487372259e-02 -1.556029253167220050e-03
6.667480469000000198e+01 -3.870750166333924991e-03 7.452776215478303101e-03 7.122537694767613337e-01 -6.842042616001358102e-01 1.964498288672149318e-02 -1.556715788460326074e-03
6.668090820000000463e+01 -3.869991481501029729e-03 7.452853379136661904e-03 7.122057504612624435e-01 -6.842531915495153605e-01 1.964525530900401717e-02 -1.557402348164263093e-03
6.668701172000000099e+01 -3.869232810749370643e-03 7.452930473701720182e-03 7.121577280394286724e-01 -6.843021181999027203e-01 1.964552761260429659e-02 -1.558088934496497987e-03
6.669311523000000363e+01 -3.868474156570149425e-03 7.453007498925544316e-03 7.121097023688346406e-01 -6.843510413907254453e-01 1.964579979661924825e-02 -1.558775545174877555e-03
6.669921875000000000e+01 -3.867715516482926608e-03 7.453084455065990543e-03 7.120616732923238379e-01 -6.843999612820470535e-01 1.964607186192987576e-02 -1.559462182417164881e-03
6.670532226999999637e+01 -3.866956891735350010e-03 7.453161342002155576e-03 7.120136408887950408e-01 -6.844488777934585322e-01 1.964634380807921132e-02 -1.560148845066248232e-03
6.671142577999999901e+01 -3.866198283575740524e-03 7.453238159613108371e-03 7.119656052371657884e-01 -6.844977908445752934e-01 1.964661563461206351e-02 -1.560835531964695167e-03
6.671752929999999537e+01 -3.865439689523242350e-03 7.453314908155386775e-03 7.119175661802502608e-01 -6.845467005954255502e-01 1.964688734240903345e-02 -1.561522245330560204e-03
6.672363280999999802e+01 -3.864681112069112690e-03 7.453391587382909855e-03 7.118695238756755916e-01 -6.845956068854941456e-01 1.964715893056818985e-02 -1.562208982881357509e-03
6.672973632999999438e+01 -3.863922548732502682e-03 7.453468197552284846e-03 7.118214781662326462e-01 -6.846445098747879765e-01 1.964743039996980078e-02 -1.562895746835226600e-03
6.673583983999999703e+01 -3.863164002004253195e-03 7.453544738417201831e-03 7.117734292095729831e-01 -6.846934094028116480e-01 1.964770174971387784e-02 -1.563582534909590139e-03
6.674194335999999339e+01 -3.862405469403931701e-03 7.453621210233705996e-03 7.117253768484643750e-01 -6.847423056295518506e-01 1.964797298067942621e-02 -1.564269349322752658e-03
6.674804688000000397e+01 -3.861646952179616232e-03 7.453697612881358958e-03 7.116773211618435679e-01 -6.847911984746386516e-01 1.964824409241083814e-02 -1.564956188917161154e-03
6.675415039000000661e+01 -3.860888451579086444e-03 7.453773946240388470e-03 7.116292622286684022e-01 -6.848400878577249884e-01 1.964851508445446260e-02 -1.565643052535499414e-03
6.676025391000000297e+01 -3.860129965121930629e-03 7.453850210565798884e-03 7.115811998916726777e-01 -6.848889739387660214e-01 1.964878595768770886e-02 -1.566329942396119676e-03
6.676635742000000562e+01 -3.859371495298830057e-03 7.453926405613028883e-03 7.115331343085646854e-01 -6.849378565573180921e-01 1.964905671121330855e-02 -1.567016856216227978e-03
