# f, real(s11), imag(s11), real(s21), imag(s21), real(s22), imag(s22)
6.677246094000000198e+01 -3.858613039629504859e-03 7.454002531636347295e-03 7.114850653220566867e-01 -6.849867358733146006e-01 1.964932734590747743e-02 -1.567703796214352414e-03
6.677856445000000463e+01 -3.857854600604455897e-03 7.454078588391657711e-03 7.114369930898777339e-01 -6.850356117263403100e-01 1.964959786087365490e-02 -1.568390760107597108e-03
6.678466797000000099e+01 -3.857096175743549016e-03 7.454154576133471821e-03 7.113889174547189942e-01 -6.850844842762973119e-01 1.964986825698838979e-02 -1.569077750114659942e-03
6.679077148000000363e+01 -3.856337767537090788e-03 7.454230494617478109e-03 7.113408385743308360e-01 -6.851333533627956829e-01 1.965013853335517702e-02 -1.569764763952407162e-03
6.679687500000000000e+01 -3.855579373504995633e-03 7.454306344097674786e-03 7.112927562913847757e-01 -6.851822191457215272e-01 1.965040869085010744e-02 -1.570451803839816377e-03
6.680297851999999637e+01 -3.854820994895258313e-03 7.454382124454816960e-03 7.112446706848638556e-01 -6.852310815447544279e-01 1.965067872901950230e-02 -1.571138868619239822e-03
6.680908202999999901e+01 -3.854062632955256029e-03 7.454457835569264224e-03 7.111965818337767642e-01 -6.852799404795981708e-01 1.965094864741154246e-02 -1.571825957132778635e-03
6.681518554999999537e+01 -3.853304285205132185e-03 7.454533477694862131e-03 7.111484895807616002e-01 -6.853287961101051096e-01 1.965121844690061181e-02 -1.572513071599796180e-03
6.682128905999999802e+01 -3.852545954135033757e-03 7.454609050588263675e-03 7.111003940836224668e-01 -6.853776482759388333e-01 1.965148812659367472e-02 -1.573200209736532905e-03
6.682739257999999438e+01 -3.851787637265284558e-03 7.454684554502696847e-03 7.110522951849750362e-01 -6.854264971369270487e-01 1.965175768736310280e-02 -1.573887373762655317e-03
6.683349608999999703e+01 -3.851029337085601356e-03 7.454759989195029746e-03 7.110041930426459489e-01 -6.854753425327535510e-01 1.965202712831712328e-02 -1.574574561394267470e-03
6.683959960999999339e+01 -3.850271051116543886e-03 7.454835354918053214e-03 7.109560874992302271e-01 -6.855241846232278391e-01 1.965229645032746941e-02 -1.575261774851054522e-03
6.684570311999999603e+01 -3.849512781847960752e-03 7.454910651429516588e-03 7.109079787125754946e-01 -6.855730232480545805e-01 1.965256565250290965e-02 -1.575949011849070002e-03
6.685180664000000661e+01 -3.848754526800168829e-03 7.454985878980892322e-03 7.108598665252545690e-01 -6.856218585670221799e-01 1.965283473571534378e-02 -1.576636274608153457e-03
6.685791016000000297e+01 -3.847996287220774303e-03 7.455061037454420447e-03 7.108117510163017849e-01 -6.856706904998599583e-01 1.965310369951399350e-02 -1.577323561970338586e-03
6.686401367000000562e+01 -3.847238064357084986e-03 7.455136126731654045e-03 7.107636322647745697e-01 -6.857195189663201074e-01 1.965337254344885765e-02 -1.578010872777427720e-03
6.687011719000000198e+01 -3.846479855729660613e-03 7.455211147063586785e-03 7.107155101132124342e-01 -6.857683441261597235e-01 1.965364126839118375e-02 -1.578698209249408072e-03
6.687622070000000463e+01 -3.845721663828245707e-03 7.455286098209480683e-03 7.106673847195199567e-01 -6.858171658191372089e-01 1.965390987345072560e-02 -1.579385569102083591e-03
6.688232422000000099e+01 -3.844963486173323675e-03 7.455360980419739603e-03 7.106192559262128894e-01 -6.858659842049854571e-01 1.965417835949791192e-02 -1.580072954555780196e-03
6.688842773000000363e+01 -3.844205325254500261e-03 7.455435793454145976e-03 7.105711238912174599e-01 -6.859147991234877395e-01 1.965444672564410633e-02 -1.580760363325820666e-03
6.689453125000000000e+01 -3.843447178592716840e-03 7.455510537562694273e-03 7.105229884570308796e-01 -6.859636107343509703e-01 1.965471497275812773e-02 -1.581447797632856613e-03
6.690063476999999637e+01 -3.842689047434996730e-03 7.455585212627617586e-03 7.104748497027251197e-01 -6.860124189573464371e-01 1.965498310039179297e-02 -1.582135256318514946e-03
6.690673827999999901e+01 -3.841930933028626927e-03 7.455659818531745753e-03 7.104267077073964654e-01 -6.860612237122698520e-01 1.965525110809580867e-02 -1.582822738224391344e-03
6.691284179999999537e+01 -3.841172832894597378e-03 7.455734355524705481e-03 7.103785623135079330e-01 -6.861100251587912702e-01 1.965551899673941005e-02 -1.583510245571182959e-03
6.691894530999999802e+01 -3.840414749522028104e-03 7.455808823366757987e-03 7.103304136790395962e-01 -6.861588231367559132e-01 1.965578676543545955e-02 -1.584197776074098077e-03
6.692504882999999438e+01 -3.839656680432144975e-03 7.455883222307217728e-03 7.102822616464337102e-01 -6.862076178058145182e-01 1.965605441505202666e-02 -1.584885331953972843e-03
6.693115233999999703e+01 -3.838898628113936173e-03 7.455957552106907971e-03 7.102341063736919979e-01 -6.862564090058269617e-01 1.965632194470222360e-02 -1.585572910925819954e-03
6.693725585999999339e+01 -3.838140590088488791e-03 7.456031813014268872e-03 7.101859477032340662e-01 -6.863051968964275495e-01 1.965658935525403661e-02 -1.586260515210719717e-03
6.694335938000000397e+01 -3.837382567603062067e-03 7.456106004912622931e-03 7.101377857141730754e-01 -6.863539813974233184e-01 1.965685664625918538e-02 -1.586948143650080897e-03
6.694946289000000661e+01 -3.836624561904630748e-03 7.456180127685355097e-03 7.100896204856410598e-01 -6.864027624286490603e-01 1.965712381727130476e-02 -1.587635795085277348e-03
6.695556641000000297e+01 -3.835866570514344376e-03 7.456254181580142248e-03 7.100414518600272062e-01 -6.864515401497006675e-01 1.965739086915695155e-02 -1.588323471737754103e-03
6.696166992000000562e+01 -3.835108595921205010e-03 7.456328166359403598e-03 7.099932799953874163e-01 -6.865003144004948599e-01 1.965765780103148619e-02 -1.589011171321918223e-03
6.696777344000000198e+01 -3.834350635646563421e-03 7.456402082270219278e-03 7.099451047340871179e-01 -6.865490853406097660e-01 1.965792461375999445e-02 -1.589698896059420306e-03
6.697387695000000463e+01 -3.833592692179192685e-03 7.456475929075202791e-03 7.098969262342048614e-01 -6.865978528099838663e-01 1.965819130646018209e-02 -1.590386643664622526e-03
6.697998047000000099e+01 -3.832834763040478265e-03 7.456549707021704887e-03 7.098487443380855355e-01 -6.866466169681697540e-01 1.965845787999646876e-02 -1.591074416359294528e-03
6.698608398000000363e+01 -3.832076850719241812e-03 7.456623415872158656e-03 7.098005592038295619e-01 -6.866953776551327771e-01 1.965872433348600512e-02 -1.591762211857710016e-03
6.699218750000000000e+01 -3.831318952736931238e-03 7.456697055873644231e-03 7.097523706737579596e-01 -6.867441350304011038e-01 1.965899066779315529e-02 -1.592450032381726235e-03
6.699829101999999637e+01 -3.830561070340444962e-03 7.456770626909518807e-03 7.097041788270328500e-01 -6.867928890138343956e-01 1.965925688247197045e-02 -1.593137876772462904e-03
6.700439452999999901e+01 -3.829803204776639769e-03 7.456844128864298371e-03 7.096559837428372264e-01 -6.868416395253176265e-01 1.965952297707833363e-02 -1.593825743871039521e-03
6.701049804999999537e+01 -3.829045353567143983e-03 7.456917561984230391e-03 7.096077852634616878e-01 -6.868903867243476569e-01 1.965978895247487424e-02 -1.594513635899494613e-03
6.701660155999999802e+01 -3.828287519200342104e-03 7.456990926033281453e-03 7.095595835470605017e-01 -6.869391304509426810e-01 1.966005480778169889e-02 -1.595201550571761877e-03
6.702270507999999438e+01 -3.827529699198105317e-03 7.457064221256498593e-03 7.095113784359010634e-01 -6.869878708645777987e-01 1.966032054386036843e-02 -1.595889490110095812e-03
6.702880858999999703e+01 -3.826771896048845878e-03 7.457137447418181464e-03 7.094631700881612879e-01 -6.870366078052922987e-01 1.966058615983200253e-02 -1.596577452228443777e-03
6.703491210999999339e+01 -3.826014107274199050e-03 7.457210604763904460e-03 7.094149583460870323e-01 -6.870853414325437392e-01 1.966085165655781508e-02 -1.597265439149065042e-03
6.704101561999999603e+01 -3.825256335362611781e-03 7.457283693058203156e-03 7.093667433678785272e-01 -6.871340715863909487e-01 1.966111703315917558e-02 -1.597953448585697064e-03
6.704711914000000661e+01 -3.824498577836066282e-03 7.457356712545562538e-03 7.093185249957584260e-01 -6.871827984262670608e-01 1.966138229049738118e-02 -1.598641482761018915e-03
6.705322266000000297e+01 -3.823740835941155658e-03 7.457429663110866358e-03 7.092703033089391429e-01 -6.872315218720825847e-01 1.966164742812857857e-02 -1.599329540515682588e-03
6.705932617000000562e+01 -3.822983110924375871e-03 7.457502544639629805e-03 7.092220783866508560e-01 -6.872802418437693461e-01 1.966191244561026064e-02 -1.600017620690736241e-03
6.706542969000000198e+01 -3.822225400307917298e-03 7.457575357375408054e-03 7.091738500710884630e-01 -6.873289585007253955e-01 1.966217734380186488e-02 -1.600705725508721903e-03
6.707153320000000463e+01 -3.821467706579706469e-03 7.457648101084540793e-03 7.091256185205032647e-01 -6.873776716830688471e-01 1.966244212182696738e-02 -1.601393852683190983e-03
6.707763672000000099e+01 -3.820710027262010089e-03 7.457720776009715835e-03 7.090773835770672884e-01 -6.874263815501788777e-01 1.966270678054470034e-02 -1.602082004436930322e-03
6.708374023000000363e+01 -3.819952364842719994e-03 7.457793381917862674e-03 7.090291453990544834e-01 -6.874750879421913652e-01 1.966297131907981943e-02 -1.602770178483320677e-03
6.708984375000000000e+01 -3.819194716844068194e-03 7.457865919051634429e-03 7.089809038286147835e-01 -6.875237910184659462e-01 1.966323573829005522e-02 -1.603458377045424276e-03
6.709594726999999637e+01 -3.818437084512703306e-03 7.457938387296858540e-03 7.089326589449957972e-01 -6.875724906989471030e-01 1.966350003773377486e-02 -1.604146598963877499e-03
6.710205077999999901e+01 -3.817679469094809042e-03 7.458010786539445713e-03 7.088844108274688915e-01 -6.876211869036070734e-01 1.966376421697030308e-02 -1.604834843079257093e-03
6.710815429999999537e+01 -3.816921868112943539e-03 7.458083117021695185e-03 7.088361593181516929e-01 -6.876698797917688566e-01 1.966402827685591326e-02 -1.605523111614926262e-03
6.711425780999999802e+01 -3.816164284054603117e-03 7.458155378511056866e-03 7.087879045753724405e-01 -6.877185692036289488e-01 1.966429221651817827e-02 -1.606211402283791532e-03
6.712036132999999438e+01 -3.815406714442498570e-03 7.458227571249434473e-03 7.087396464412267783e-01 -6.877672552984845922e-01 1.966455603681283026e-02 -1.606899717309279640e-03
6.712646483999999703e+01 -3.814649161764063767e-03 7.458299695004257102e-03 7.086913850740643728e-01 -6.878159379165540432e-01 1.966481973686755313e-02 -1.607588054404234445e-03
6.713256835999999339e+01 -3.813891623542044196e-03 7.458371750017227242e-03 7.086431203159617720e-01 -6.878646172171141160e-01 1.966508331753799577e-02 -1.608276415792362409e-03
6.713867188000000397e+01 -3.813134101022616629e-03 7.458443736174609484e-03 7.085948522462025556e-01 -6.879132931201539236e-01 1.966534677838475964e-02 -1.608964800314070277e-03
6.714477539000000661e+01 -3.812376595451950900e-03 7.458515653363473330e-03 7.085465809440980589e-01 -6.879619655456838956e-01 1.966561011896698907e-02 -1.609653206809621897e-03
6.715087891000000297e+01 -3.811619104353014542e-03 7.458587501823765731e-03 7.084983062516889696e-01 -6.880106346529482053e-01 1.966587334013988886e-02 -1.610341637503021235e-03
6.715698242000000562e+01 -3.810861630212901419e-03 7.458659281324990509e-03 7.084500283273795773e-01 -6.880593002822203985e-01 1.966613644103396008e-02 -1.611030090106605394e-03
6.716308594000000198e+01 -3.810104170554579062e-03 7.458730992107288904e-03 7.084017470131905858e-01 -6.881079625927195575e-01 1.966639942250154871e-02 -1.611718566844571113e-03
6.716918945000000463e+01 -3.809346727865141335e-03 7.458802633939935756e-03 7.083534624675492664e-01 -6.881566214247456514e-01 1.966666228367421054e-02 -1.612407065429131894e-03
6.717529297000000099e+01 -3.808589299667757000e-03 7.458874207062524131e-03 7.083051745324523418e-01 -6.882052769374973344e-01 1.966692502540479115e-02 -1.613095588084452600e-03
6.718139648000000363e+01 -3.807831888449311752e-03 7.458945711245341947e-03 7.082568833663488439e-01 -6.882539289712905628e-01 1.966718764682442999e-02 -1.613784132522778393e-03
6.718750000000000000e+01 -3.807074491732932719e-03 7.459017146727177361e-03 7.082085888112169547e-01 -6.883025776853048949e-01 1.966745014878611142e-02 -1.614472700968545837e-03
6.719360351999999637e+01 -3.806317110764755041e-03 7.459088513395474573e-03 7.081602909463919904e-01 -6.883512229995769616e-01 1.966771253085070059e-02 -1.615161292261861571e-03
6.719970702999999901e+01 -3.805559746790677933e-03 7.459159811138149632e-03 7.081119898512312494e-01 -6.883998648341700388e-01 1.966797479258235171e-02 -1.615849905242706898e-03
6.720581054999999537e+01 -3.804802397333890973e-03 7.459231040193525786e-03 7.080636853676793852e-01 -6.884485033482266036e-01 1.966823693483102375e-02 -1.616538542135864025e-03
6.721191405999999802e+01 -3.804045064881175775e-03 7.459302200332543209e-03 7.080153776542390531e-01 -6.884971383821212321e-01 1.966849895673102033e-02 -1.617227200653039267e-03
6.721801757999999438e+01 -3.803287746955964777e-03 7.459373291793601479e-03 7.079670665528323692e-01 -6.885457700949761950e-01 1.966876085913255023e-02 -1.617915883019079883e-03
6.722412108999999703e+01 -3.802530446044942447e-03 7.459444314347786487e-03 7.079187522219859696e-01 -6.885943983271871627e-01 1.966902264117022237e-02 -1.618604586945639493e-03
6.723022460999999339e+01 -3.801773159671506530e-03 7.459515268232665142e-03 7.078704345035997658e-01 -6.886430232378542016e-01 1.966928430369353775e-02 -1.619293314657705221e-03
6.723632811999999603e+01 -3.801015890322223534e-03 7.459586153220412741e-03 7.078221135562198230e-01 -6.886916446673960746e-01 1.966954584583813226e-02 -1.619982063866809907e-03
6.724243164000000661e+01 -3.800258635520768757e-03 7.459656969547770466e-03 7.077737892217270677e-01 -6.887402627748897554e-01 1.966980726845285465e-02 -1.620670836797967560e-03
6.724853516000000297e+01 -3.799501396512715290e-03 7.459727717103327438e-03 7.077254615795053327e-01 -6.887888774804244996e-01 1.967006857110223383e-02 -1.621359632291242752e-03
6.725463867000000562e+01 -3.798744174543913776e-03 7.459798395775915636e-03 7.076771307089617657e-01 -6.888374887041124328e-01 1.967032975335009093e-02 -1.622048449186304754e-03
6.726074219000000198e+01 -3.797986967138039516e-03 7.459869005801526842e-03 7.076287964519449858e-01 -6.888860966049972223e-01 1.967059081604506654e-02 -1.622737289708559624e-03
6.726684570000000463e+01 -3.797229776781443911e-03 7.459939546953238410e-03 7.075804589670531275e-01 -6.889347010235522539e-01 1.967085175832464228e-02 -1.623426151569180246e-03
6.727294922000000099e+01 -3.796472600997864710e-03 7.460010019467257225e-03 7.075321180961140488e-01 -6.889833021188023210e-01 1.967111258103620974e-02 -1.624115036993755042e-03
6.727905273000000363e+01 -3.795715442273479845e-03 7.460080423117000648e-03 7.074837739977495321e-01 -6.890318997312414595e-01 1.967137328331738932e-02 -1.624803943693218589e-03
6.728515625000000000e+01 -3.794958298132346253e-03 7.460150758137558402e-03 7.074354265137633435e-01 -6.890804940198711481e-01 1.967163386601543384e-02 -1.625492873893365957e-03
6.729125976999999637e+01 -3.794201169819877428e-03 7.460221024418449420e-03 7.073870757235799500e-01 -6.891290849048181677e-01 1.967189432869537180e-02 -1.626181826433818712e-03
6.729736327999999901e+01 -3.793444058581743605e-03 7.460291221848859566e-03 7.073387217066431365e-01 -6.891776723062350563e-01 1.967215467092402192e-02 -1.626870800154197336e-03
6.730346679999999537e+01 -3.792686961941821311e-03 7.460361350663358149e-03 7.072903643047249167e-01 -6.892262563830868771e-01 1.967241489354687456e-02 -1.627559797280418328e-03
6.730957030999999802e+01 -3.791929882386205208e-03 7.460431410637125005e-03 7.072420036765014739e-01 -6.892748369759267302e-01 1.967267499570404810e-02 -1.628248815523135676e-03
6.731567382999999438e+01 -3.791172817438924481e-03 7.460501402004049432e-03 7.071936396637247269e-01 -6.893234142436979184e-01 1.967293497824101900e-02 -1.628937857108489658e-03
6.732177733999999703e+01 -3.790415769585872563e-03 7.460571324539352900e-03 7.071452724250910649e-01 -6.893719880269786326e-01 1.967319484029787791e-02 -1.629626919747035382e-03
6.732788085999999339e+01 -3.789658736351321500e-03 7.460641178476196123e-03 7.070969018023314234e-01 -6.894205584846868629e-01 1.967345458271961556e-02 -1.630316005665105247e-03
6.733398438000000397e+01 -3.788901718980774991e-03 7.460710963705083354e-03 7.070485278749061298e-01 -6.894691255369926886e-01 1.967371420507325885e-02 -1.631005113702086850e-03
