# f, real(s11_LNA), imag(s11_LNA), C1, C2, TU, TC, TS, real(s11_ant), imag(s11_ant), Gconn, Gbalun, Gground
5.344848633000000149e+01 6.081300000000000204e-04 2.022242000000000137e-02 4.928620630000000169e+00 -1.516276799999999980e+00 1.874137138899999968e+02 -1.627375230999999900e+01 1.730297130000000072e+00 2.225352448414476270e-01 -1.258433796775919322e-01 9.994796504317787766e-01 9.973771077252856498e-01 9.966906637970905924e-01
5.345458983999999703e+01 6.099999999999999737e-04 2.021931999999999896e-02 4.928358669999999719e+00 -1.516256569999999915e+00 1.874120006699999976e+02 -1.626728101000000137e+01 1.732714960000000026e+00 2.222218221534877636e-01 -1.261172956048780269e-01 9.994792174181639233e-01 9.973781295795501878e-01 9.966913179640013443e-01
5.346069336000000050e+01 6.118700000000000354e-04 2.021623000000000170e-02 4.928096769999999793e+00 -1.516236359999999950e+00 1.874102879200000018e+02 -1.626081349000000031e+01 1.735133169999999891e+00 2.219082046384270590e-01 -1.263906714566545297e-01 9.994787839014567243e-01 9.973791482565677047e-01 9.966919718521987104e-01
5.346679687999999686e+01 6.137300000000000481e-04 2.021314000000000097e-02 4.927834919999999563e+00 -1.516216170000000085e+00 1.874085756400000093e+02 -1.625434973999999855e+01 1.737551749999999950e+00 2.215943936009650006e-01 -1.266635068606891679e-01 9.994783498837456204e-01 9.973801637580544943e-01 9.966926254608041713e-01
5.347290038999999950e+01 6.155899999999999523e-04 2.021005000000000024e-02 4.927573139999999796e+00 -1.516195989999999938e+00 1.874068638399999998e+02 -1.624788977000000045e+01 1.739970699999999981e+00 2.212803903463886890e-01 -1.269358014492329989e-01 9.994779153671179417e-01 9.973811760857487219e-01 9.966932787889396517e-01
5.347900391000000297e+01 6.174499999999999650e-04 2.020695999999999951e-02 4.927311399999999786e+00 -1.516175840000000052e+00 1.874051525099999935e+02 -1.624143357000000165e+01 1.742390029999999923e+00 2.209661946357542317e-01 -1.272075561934224164e-01 9.994774803515272810e-01 9.973821852463604642e-01 9.966939318389397284e-01
5.348510741999999851e+01 6.193099999999999777e-04 2.020386999999999877e-02 4.927049730000000238e+00 -1.516155689999999945e+00 1.874034416499999907e+02 -1.623498113999999859e+01 1.744809739999999998e+00 2.206518082879165843e-01 -1.274787702825856961e-01 9.994770448397712892e-01 9.973831912399705457e-01 9.966945846088562933e-01
5.349121094000000198e+01 6.211699999999999904e-04 2.020078000000000151e-02 4.926788110000000387e+00 -1.516135570000000099e+00 1.874017312699999991e+02 -1.622853248999999920e+01 1.747229810000000105e+00 2.203372310613086749e-01 -1.277494446861942856e-01 9.994766088317953434e-01 9.973841940732607325e-01 9.966952371010209255e-01
5.349731444999999752e+01 6.230199999999999540e-04 2.019767999999999911e-02 4.926526540000000232e+00 -1.516115459999999970e+00 1.874000213600000109e+02 -1.622208760999999910e+01 1.749650259999999902e+00 2.200224647746671369e-01 -1.280195785989917123e-01 9.994761723304017575e-01 9.973851937463273920e-01 9.966958893134871822e-01
5.350341797000000099e+01 6.248700000000000261e-04 2.019458999999999838e-02 4.926265029999999712e+00 -1.516095369999999942e+00 1.873983119199999976e+02 -1.621564649000000102e+01 1.752071090000000053e+00 2.197075091838102123e-01 -1.282891729887727095e-01 9.994757353355284701e-01 9.973861902658244238e-01 9.966965412485850884e-01
5.350952147999999653e+01 6.267199999999999898e-04 2.019150000000000111e-02 4.926003579999999715e+00 -1.516075300000000015e+00 1.873966029499999877e+02 -1.620920914999999951e+01 1.754492280000000015e+00 2.193923661073458875e-01 -1.285582270556873963e-01 9.994752978499752416e-01 9.973871836318661810e-01 9.966971929043688672e-01
5.351562500000000000e+01 6.285600000000000128e-04 2.018841000000000038e-02 4.925742190000000242e+00 -1.516055240000000026e+00 1.873948944599999891e+02 -1.620277557000000002e+01 1.756913850000000110e+00 2.190770352984849900e-01 -1.288267417658572334e-01 9.994748598736755696e-01 9.973881738510834705e-01 9.966978442831661011e-01
5.352172852000000347e+01 6.304099999999999765e-04 2.018531999999999965e-02 4.925480849999999577e+00 -1.516035199999999916e+00 1.873931864299999859e+02 -1.619634574999999899e+01 1.759335789999999955e+00 2.187615180585959218e-01 -1.290947167634301784e-01 9.994744214087115664e-01 9.973891609252151236e-01 9.966984953841001582e-01
5.352783202999999901e+01 6.322499999999999995e-04 2.018222999999999892e-02 4.925219570000000324e+00 -1.516015179999999907e+00 1.873914788900000019e+02 -1.618991970000000080e+01 1.761758099999999994e+00 2.184458156895793812e-01 -1.293621516970237528e-01 9.994739824571675646e-01 9.973901448560232863e-01 9.966991462062959606e-01
5.353393555000000248e+01 6.340900000000000225e-04 2.017914000000000166e-02 4.924958339999999879e+00 -1.515995170000000059e+00 1.873897718100000134e+02 -1.618349741999999836e+01 1.764180789999999943e+00 2.181299279407544200e-01 -1.296290475302334655e-01 9.994735430189680692e-01 9.973911256500994638e-01 9.966997967520774271e-01
5.354003905999999802e+01 6.359300000000000456e-04 2.017603999999999925e-02 4.924697169999999957e+00 -1.515975180000000089e+00 1.873880651999999998e+02 -1.617707889000000065e+01 1.766603839999999925e+00 2.178138566303431389e-01 -1.298954034766796606e-01 9.994731030969148389e-01 9.973921033075908715e-01 9.967004470195028887e-01
5.354614258000000149e+01 6.377600000000000196e-04 2.017294999999999852e-02 4.924436049999999732e+00 -1.515955209999999997e+00 1.873863590699999975e+02 -1.617066412000000142e+01 1.769027260000000101e+00 2.174976015050766875e-01 -1.301612204982679488e-01 9.994726626909240519e-01 9.973930778350641457e-01 9.967010970108942658e-01
5.355224608999999703e+01 6.395899999999999936e-04 2.016986000000000126e-02 4.924174990000000030e+00 -1.515935250000000067e+00 1.873846533999999906e+02 -1.616425312000000147e+01 1.771451059999999966e+00 2.171811643830048877e-01 -1.304264978139960118e-01 9.994722218038001316e-01 9.973940492326865970e-01 9.967017467243115547e-01
5.355834961000000050e+01 6.414199999999999676e-04 2.016677000000000053e-02 4.923913989999999963e+00 -1.515915310000000016e+00 1.873829482099999950e+02 -1.615784586999999917e+01 1.773875220000000086e+00 2.168645450082778425e-01 -1.306912363840734836e-01 9.994717804354543711e-01 9.973950175069943302e-01 9.967023961620740113e-01
5.356445312000000314e+01 6.432500000000000500e-04 2.016367999999999980e-02 4.923653039999999592e+00 -1.515895390000000065e+00 1.873812434900000028e+02 -1.615144237999999888e+01 1.776299759999999894e+00 2.165477451987590507e-01 -1.309554354328646419e-01 9.994713385886891954e-01 9.973959826581693111e-01 9.967030453222434083e-01
5.357055663999999950e+01 6.450699999999999750e-04 2.016058999999999907e-02 4.923392149999999745e+00 -1.515875480000000053e+00 1.873795392400000139e+02 -1.614504265000000061e+01 1.778724659999999957e+00 2.162307646960255625e-01 -1.312190959188740402e-01 9.994708962634120120e-01 9.973969446927247740e-01 9.967036942071370031e-01
5.357666016000000297e+01 6.468999999999999490e-04 2.015749000000000013e-02 4.923131320000000422e+00 -1.515855589999999919e+00 1.873778354700000079e+02 -1.613864665999999914e+01 1.781149939999999932e+00 2.159136047979590689e-01 -1.314822175024883411e-01 9.994704534616958291e-01 9.973979036124255293e-01 9.967043428158801621e-01
5.358276366999999851e+01 6.487199999999999824e-04 2.015439999999999940e-02 4.922870539999999906e+00 -1.515835720000000109e+00 1.873761321599999974e+02 -1.613225444000000053e+01 1.783575579999999938e+00 2.155962668029186569e-01 -1.317447998485334615e-01 9.994700101856235364e-01 9.973988594190530410e-01 9.967049911476005830e-01
5.358886719000000198e+01 6.505299999999999668e-04 2.015130999999999867e-02 4.922609819999999914e+00 -1.515815860000000015e+00 1.873744293199999902e+02 -1.612586595999999872e+01 1.786001589999999917e+00 2.152787504486447234e-01 -1.320068439129478133e-01 9.994695664350902176e-01 9.973998121190834620e-01 9.967056392046118596e-01
5.359497069999999752e+01 6.523500000000000002e-04 2.014822000000000141e-02 4.922349149999999618e+00 -1.515796029999999961e+00 1.873727269599999943e+02 -1.611948123000000166e+01 1.788427970000000089e+00 2.149610575524712464e-01 -1.322683489334843254e-01 9.994691222129010733e-01 9.974007617127332859e-01 9.967062869849792062e-01
5.360107422000000099e+01 6.541599999999999845e-04 2.014513000000000068e-02 4.922088539999999846e+00 -1.515776199999999907e+00 1.873710250599999938e+02 -1.611310025999999951e+01 1.790854710000000072e+00 2.146431878495896339e-01 -1.325293158643702229e-01 9.994686775189459693e-01 9.974017082064536854e-01 9.967069344910137740e-01
5.360717772999999653e+01 6.559699999999999689e-04 2.014203999999999994e-02 4.921827979999999769e+00 -1.515756399999999893e+00 1.873693236299999967e+02 -1.610672303000000127e+01 1.793281829999999966e+00 2.143251431570997179e-01 -1.327897439486944720e-01 9.994682323560271087e-01 9.974026516004769194e-01 9.967075817207827759e-01
5.361328125000000000e+01 6.577799999999999533e-04 2.013894999999999921e-02 4.921567490000000156e+00 -1.515736610000000040e+00 1.873676226800000109e+02 -1.610034955000000068e+01 1.795709309999999892e+00 2.140069232076444172e-01 -1.330496341389592607e-01 9.994677867240346902e-01 9.974035919012269602e-01 9.967082286765959198e-01
5.361938477000000347e+01 6.595900000000000461e-04 2.013585000000000028e-02 4.921307040000000299e+00 -1.515716829999999904e+00 1.873659221899999920e+02 -1.609397981000000044e+01 1.798137160000000012e+00 2.136885292962880656e-01 -1.333089861080740679e-01 9.994673406250390579e-01 9.974045291104856048e-01 9.967088753575799043e-01
5.362548827999999901e+01 6.613899999999999814e-04 2.013275999999999955e-02 4.921046650000000078e+00 -1.515697080000000030e+00 1.873642221800000129e+02 -1.608761382000000140e+01 1.800565369999999943e+00 2.133699627185312031e-01 -1.335677995333673096e-01 9.994668940611119989e-01 9.974054632300530798e-01 9.967095217628639814e-01
5.363159180000000248e+01 6.631900000000000251e-04 2.012966999999999881e-02 4.920786320000000380e+00 -1.515677340000000095e+00 1.873625226300000008e+02 -1.608125156999999916e+01 1.802993950000000067e+00 2.130512232032192310e-01 -1.338260753647491086e-01 9.994664470321334981e-01 9.974063942663144999e-01 9.967101678947547505e-01
5.363769530999999802e+01 6.649899999999999605e-04 2.012658000000000155e-02 4.920526050000000318e+00 -1.515657610000000100e+00 1.873608235499999921e+02 -1.607489307000000167e+01 1.805422899999999942e+00 2.127323125668195147e-01 -1.340838128586236411e-01 9.994659995409067577e-01 9.974073222195398714e-01 9.967108137513216448e-01
5.364379883000000149e+01 6.667900000000000042e-04 2.012349000000000082e-02 4.920265829999999951e+00 -1.515637909999999922e+00 1.873591249499999947e+02 -1.606853830000000016e+01 1.807852210000000071e+00 2.124132305356513095e-01 -1.343410129631693040e-01 9.994655515873041018e-01 9.974082470960907720e-01 9.967114593348694873e-01
5.364990233999999703e+01 6.685900000000000480e-04 2.012040000000000009e-02 4.920005660000000169e+00 -1.515618219999999905e+00 1.873574268099999927e+02 -1.606218727999999984e+01 1.810281889999999949e+00 2.120939789259104202e-01 -1.345976749401018857e-01 9.994651031741316194e-01 9.974091688962520852e-01 9.967121046434690435e-01
5.365600586000000050e+01 6.703800000000000427e-04 2.011730999999999936e-02 4.919745550000000023e+00 -1.515598540000000050e+00 1.873557291399999940e+02 -1.605583998999999906e+01 1.812711930000000082e+00 2.117745574613970894e-01 -1.348537997358547902e-01 9.994646543012501994e-01 9.974100876263596316e-01 9.967127496794225827e-01
5.366210937999999686e+01 6.721700000000000374e-04 2.011421000000000042e-02 4.919485500000000400e+00 -1.515578890000000012e+00 1.873540319399999987e+02 -1.604949643999999864e+01 1.815142339999999965e+00 2.114549674342653396e-01 -1.351093870357618909e-01 9.994642049707315179e-01 9.974110032882125276e-01 9.967133944418593572e-01
5.366821288999999950e+01 6.739600000000000321e-04 2.011111999999999969e-02 4.919225510000000412e+00 -1.515559239999999974e+00 1.873523352100000068e+02 -1.604315662999999859e+01 1.817573110000000103e+00 2.111352101370707057e-01 -1.353644365295683383e-01 9.994637551846454748e-01 9.974119158836265431e-01 9.967140389299100622e-01
5.367431641000000297e+01 6.757399999999999778e-04 2.010802999999999896e-02 4.918965560000000181e+00 -1.515539619999999976e+00 1.873506389400000103e+02 -1.603682055000000162e+01 1.820004249999999990e+00 2.108152852898564078e-01 -1.356189491610876319e-01 9.994633049428479632e-01 9.974128254188991960e-01 9.967146831458728595e-01
5.368041991999999851e+01 6.775200000000000319e-04 2.010494000000000170e-02 4.918705680000000413e+00 -1.515520009999999917e+00 1.873489431499999966e+02 -1.603048820000000063e+01 1.822435749999999910e+00 2.104951947080747898e-01 -1.358729242052814090e-01 9.994628542481441835e-01 9.974137318943522290e-01 9.967153270878235105e-01
5.368652344000000198e+01 6.792999999999999776e-04 2.010185000000000097e-02 4.918445850000000341e+00 -1.515500419999999959e+00 1.873472478200000069e+02 -1.602415959000000001e+01 1.824867610000000084e+00 2.101749381092716806e-01 -1.361263626042039931e-01 9.994624031003859210e-01 9.974146353162602896e-01 9.967159707580579564e-01
5.369262694999999752e+01 6.810800000000000317e-04 2.009876000000000024e-02 4.918186069999999965e+00 -1.515480850000000101e+00 1.873455529599999920e+02 -1.601783470000000165e+01 1.827299840000000009e+00 2.098545173085814564e-01 -1.363792636381011003e-01 9.994619515023783762e-01 9.974155356849594423e-01 9.967166141546530689e-01
5.369873047000000099e+01 6.828599999999999774e-04 2.009566999999999951e-02 4.917926360000000052e+00 -1.515461289999999961e+00 1.873438585700000090e+02 -1.601151355000000009e+01 1.829732429999999965e+00 2.095339320210631850e-01 -1.366316282472704868e-01 9.994614994539676722e-01 9.974164330066971340e-01 9.967172572799027908e-01
5.370483397999999653e+01 6.846299999999999825e-04 2.009257999999999877e-02 4.917666689999999896e+00 -1.515441739999999982e+00 1.873421646500000008e+02 -1.600519612000000080e+01 1.832165379999999955e+00 2.092131840615178429e-01 -1.368834557172300959e-01 9.994610469579595646e-01 9.974173272818278591e-01 9.967179001318846598e-01
5.371093750000000000e+01 6.864100000000000366e-04 2.008947999999999984e-02 4.917407090000000203e+00 -1.515422220000000042e+00 1.873404711999999961e+02 -1.599888243000000010e+01 1.834598699999999916e+00 2.088922731425243429e-01 -1.371347469865135671e-01 9.994605940141931821e-01 9.974182185165716419e-01 9.967185427128910646e-01
5.371704102000000347e+01 6.881699999999999927e-04 2.008638999999999911e-02 4.917147530000000266e+00 -1.515402710000000042e+00 1.873387782099999868e+02 -1.599257245999999988e+01 1.837032379999999909e+00 2.085712005523655543e-01 -1.373855017563024306e-01 9.994601406247329844e-01 9.974191067127490262e-01 9.967191850220540328e-01
5.372314452999999901e+01 6.899399999999999977e-04 2.008329999999999838e-02 4.916888039999999904e+00 -1.515383219999999920e+00 1.873370856900000092e+02 -1.598626621000000014e+01 1.839466409999999996e+00 2.082499675796781746e-01 -1.376357197321685932e-01 9.994596867916422100e-01 9.974199918722000957e-01 9.967198270585053699e-01
5.372924805000000248e+01 6.917100000000000028e-04 2.008021000000000111e-02 4.916628600000000127e+00 -1.515363739999999959e+00 1.873353936400000066e+02 -1.597996368999999994e+01 1.841900810000000055e+00 2.079285739333335270e-01 -1.378854018499843515e-01 9.994592325147509948e-01 9.974208740011056840e-01 9.967204688245352440e-01
5.373535155999999802e+01 6.934699999999999588e-04 2.007712000000000038e-02 4.916369210000000045e+00 -1.515344280000000099e+00 1.873337020600000074e+02 -1.597366487999999940e+01 1.844335569999999924e+00 2.076070214272550118e-01 -1.381345474084225700e-01 9.994587777968680919e-01 9.974217530998614745e-01 9.967211103182240794e-01
5.374145508000000149e+01 6.952300000000000233e-04 2.007402999999999965e-02 4.916109879999999599e+00 -1.515324829999999956e+00 1.873320109400000035e+02 -1.596736980000000017e+01 1.846770699999999987e+00 2.072853097678522272e-01 -1.383831573415783001e-01 9.994583226378171981e-01 9.974226291746220996e-01 9.967217515418591578e-01
5.374755858999999703e+01 6.969899999999999794e-04 2.007093999999999892e-02 4.915850609999999676e+00 -1.515305399999999914e+00 1.873303202900000031e+02 -1.596107843999999965e+01 1.849206179999999922e+00 2.069634407686788413e-01 -1.386312309533675458e-01 9.994578670404050680e-01 9.974235022257927907e-01 9.967223924935229018e-01
5.375366211000000050e+01 6.987399999999999948e-04 2.006785000000000166e-02 4.915591390000000338e+00 -1.515285989999999972e+00 1.873286300999999980e+02 -1.595479079999999961e+01 1.851642020000000111e+00 2.066414141336900268e-01 -1.388787691761035892e-01 9.994574110044541770e-01 9.974243722595104167e-01 9.967230331754999284e-01
5.375976562000000314e+01 7.004999999999999508e-04 2.006476000000000093e-02 4.915332229999999747e+00 -1.515266599999999908e+00 1.873269403900000043e+02 -1.594850688000000005e+01 1.854078220000000110e+00 2.063192316760530387e-01 -1.391257713189392176e-01 9.994569545327685045e-01 9.974252392761929764e-01 9.967236735858742147e-01
5.376586913999999950e+01 7.022499999999999663e-04 2.006167000000000020e-02 4.915073119999999740e+00 -1.515247220000000006e+00 1.873252511299999981e+02 -1.594222667000000015e+01 1.856514779999999920e+00 2.059968930972784773e-01 -1.393722383124013642e-01 9.994564976251645305e-01 9.974261032819516926e-01 9.967243137269283793e-01
5.377197266000000297e+01 7.039999999999999817e-04 2.005857999999999947e-02 4.914814070000000257e+00 -1.515227859999999982e+00 1.873235623500000031e+02 -1.593595018000000074e+01 1.858951699999999985e+00 2.056743996816382813e-01 -1.396181698733668930e-01 9.994560402836979440e-01 9.974269642786275369e-01 9.967249535977960040e-01
5.377807616999999851e+01 7.057399999999999481e-04 2.005548000000000053e-02 4.914555069999999581e+00 -1.515208509999999897e+00 1.873218740300000036e+02 -1.592967739999999921e+01 1.861388980000000082e+00 2.053517527137044829e-01 -1.398635657230822560e-01 9.994555825104298741e-01 9.974278222680802442e-01 9.967255931976127803e-01
5.378417969000000198e+01 7.074899999999999635e-04 2.005238999999999980e-02 4.914296130000000318e+00 -1.515189179999999913e+00 1.873201861800000074e+02 -1.592340833999999994e+01 1.863826619999999989e+00 2.050289518913393505e-01 -1.401084267893759616e-01 9.994551243051627010e-01 9.974286772563831782e-01 9.967262325286572189e-01
5.379028319999999752e+01 7.092300000000000383e-04 2.004929999999999907e-02 4.914037239999999862e+00 -1.515169860000000090e+00 1.873184987900000067e+02 -1.591714297999999950e+01 1.866264609999999990e+00 2.047059990266916485e-01 -1.403527523944614608e-01 9.994546656707066212e-01 9.974295292439933069e-01 9.967268715890176267e-01
5.379638672000000099e+01 7.109700000000000047e-04 2.004620999999999834e-02 4.913778409999999930e+00 -1.515150559999999924e+00 1.873168118700000093e+02 -1.591088133999999954e+01 1.868702969999999963e+00 2.043828938151987240e-01 -1.405965434643723921e-01 9.994542066068626829e-01 9.974303782369580151e-01 9.967275103809702941e-01
5.380249022999999653e+01 7.127000000000000305e-04 2.004312000000000107e-02 4.913519639999999633e+00 -1.515131280000000080e+00 1.873151254199999869e+02 -1.590462340000000019e+01 1.871141680000000029e+00 2.040596380685820721e-01 -1.408397993265247672e-01 9.994537471164359754e-01 9.974312242357472602e-01 9.967281489026049712e-01
5.380859375000000000e+01 7.144399999999999969e-04 2.004003000000000034e-02 4.913260919999999921e+00 -1.515112019999999893e+00 1.873134394299999883e+02 -1.589836917000000049e+01 1.873580749999999906e+00 2.037362314798634166e-01 -1.410825209051467244e-01 9.994532871992227729e-01 9.974320672463860005e-01 9.967287871561960610e-01
5.381469727000000347e+01 7.161700000000000227e-04 2.003693999999999961e-02 4.913002249999999904e+00 -1.515092770000000089e+00 1.873117539000000136e+02 -1.589211865000000046e+01 1.876020170000000098e+00 2.034126753300897206e-01 -1.413247079292173358e-01 9.994528268572768770e-01 9.974329072707328603e-01 9.967294251408793659e-01
5.382080077999999901e+01 7.179000000000000485e-04 2.003384999999999888e-02 4.912743640000000411e+00 -1.515073530000000002e+00 1.873100688400000138e+02 -1.588587184000000008e+01 1.878459950000000100e+00 2.030889709005798682e-01 -1.415663601320668874e-01 9.994523660926517561e-01 9.974337443106654488e-01 9.967300628557917985e-01
5.382690430000000248e+01 7.196299999999999659e-04 2.003076000000000162e-02 4.912485089999999666e+00 -1.515054319999999954e+00 1.873083842499999889e+02 -1.587962871999999948e+01 1.880900089999999913e+00 2.027651178807383381e-01 -1.418074784352018336e-01 9.994519049051325821e-01 9.974345783721684233e-01 9.967307003032050972e-01
5.383300780999999802e+01 7.213599999999999917e-04 2.002767000000000089e-02 4.912226590000000392e+00 -1.515035109999999907e+00 1.873067001199999879e+02 -1.587338931000000031e+01 1.883340589999999981e+00 2.024411180811743760e-01 -1.420480621790255471e-01 9.994514432975296625e-01 9.974354094557503769e-01 9.967313374812121207e-01
5.383911133000000149e+01 7.230799999999999684e-04 2.002458000000000016e-02 4.911968149999999866e+00 -1.515015929999999900e+00 1.873050164599999903e+02 -1.586715361000000080e+01 1.885781439999999920e+00 2.021169711888950726e-01 -1.422881122832269085e-01 9.994509812696229512e-01 9.974362375673744285e-01 9.967319743920812769e-01
5.384521483999999703e+01 7.248000000000000536e-04 2.002148999999999943e-02 4.911709759999999925e+00 -1.514996760000000053e+00 1.873033332599999881e+02 -1.586092159999999929e+01 1.888222639999999952e+00 2.017926790140399107e-01 -1.425276280933895912e-01 9.994505188242207572e-01 9.974370627075608287e-01 9.967326110339074230e-01
5.385131836000000050e+01 7.265200000000000304e-04 2.001839999999999870e-02 4.911451429999999618e+00 -1.514977610000000086e+00 1.873016505200000097e+02 -1.585469329000000016e+01 1.890664200000000017e+00 2.014682412412292234e-01 -1.427666105273754926e-01 9.994500559611001478e-01 9.974378848822476051e-01 9.967332474089576344e-01
5.385742187999999686e+01 7.282400000000000071e-04 2.001531000000000143e-02 4.911193149999999896e+00 -1.514958470000000057e+00 1.872999682500000063e+02 -1.584846867999999986e+01 1.893106119999999892e+00 2.011436591482102521e-01 -1.430050593261807668e-01 9.994495926823077081e-01 9.974387040933128112e-01 9.967338835163694899e-01
5.386352538999999950e+01 7.299500000000000433e-04 2.001222000000000070e-02 4.910934929999999810e+00 -1.514939349999999907e+00 1.872982864399999983e+02 -1.584224777000000017e+01 1.895548390000000083e+00 2.008189340129590550e-01 -1.432429742351225832e-01 9.994491289898939090e-01 9.974395203426472678e-01 9.967345193552813454e-01
5.386962891000000297e+01 7.316700000000000200e-04 2.000912999999999997e-02 4.910676760000000307e+00 -1.514920239999999918e+00 1.872966050999999936e+02 -1.583603055000000026e+01 1.897991009999999923e+00 2.004940655165236285e-01 -1.434803561693219764e-01 9.994486648836266030e-01 9.974403336361524763e-01 9.967351549279579448e-01
5.387573241999999851e+01 7.333799999999999477e-04 2.000603999999999924e-02 4.910418650000000440e+00 -1.514901150000000030e+00 1.872949242200000128e+02 -1.582981702000000013e+01 1.900433990000000017e+00 2.001690554678252354e-01 -1.437172044872752352e-01 9.994482003663149872e-01 9.974411439743890995e-01 9.967357902324966989e-01
5.388183594000000198e+01 7.350800000000000433e-04 2.000294999999999851e-02 4.910160590000000269e+00 -1.514882080000000020e+00 1.872932438100000070e+02 -1.582360719000000060e+01 1.902877319999999983e+00 1.998439035455442103e-01 -1.439535201022656419e-01 9.994477354377195866e-01 9.974419513632302170e-01 9.967364252711585770e-01
5.388793944999999752e+01 7.367899999999999710e-04 1.999986000000000125e-02 4.909902589999999734e+00 -1.514863019999999949e+00 1.872915638599999966e+02 -1.581740105000000085e+01 1.905321009999999982e+00 1.995186115580915853e-01 -1.441893023779339256e-01 9.994472701006500426e-01 9.974427558032528118e-01 9.967370600420437654e-01
5.389404297000000099e+01 7.384899999999999581e-04 1.999677000000000052e-02 4.909644639999999782e+00 -1.514843979999999979e+00 1.872898843700000100e+02 -1.581119860999999993e+01 1.907765039999999912e+00 1.991931791817841968e-01 -1.444245522257269210e-01 9.994468043548627723e-01 9.974435573003066491e-01 9.967376945474107908e-01
5.390014647999999653e+01 7.401900000000000536e-04 1.999369000000000146e-02 4.909386750000000355e+00 -1.514824949999999948e+00 1.872882053399999904e+02 -1.580499984999999974e+01 1.910209430000000097e+00 1.988676082245149357e-01 -1.446592690144276327e-01 9.994463382031649745e-01 9.974443558549788147e-01 9.967383287853608387e-01
5.390625000000000000e+01 7.418900000000000407e-04 1.999060000000000073e-02 4.909128919999999674e+00 -1.514805940000000017e+00 1.872865267800000026e+02 -1.579880477999999933e+01 1.912654180000000093e+00 1.985418983602476040e-01 -1.448934536536332640e-01 9.994458716453111791e-01 9.974451514730986457e-01 9.967389627581508815e-01
5.391235352000000347e+01 7.435900000000000279e-04 1.998751000000000000e-02 4.908871129999999638e+00 -1.514786949999999965e+00 1.872848486800000103e+02 -1.579261338999999964e+01 1.915099270000000020e+00 1.982160508623626027e-01 -1.451271058996430607e-01 9.994454046833427530e-01 9.974459441565642903e-01 9.967395964649210516e-01
5.391845702999999901e+01 7.452799999999999659e-04 1.998441999999999927e-02 4.908613410000000066e+00 -1.514767970000000075e+00 1.872831710499999929e+02 -1.578642568999999973e+01 1.917544719999999980e+00 1.978900670044184962e-01 -1.453602255130626852e-01 9.994449373193026176e-01 9.974467339072887739e-01 9.967402299048122583e-01
5.392456055000000248e+01 7.469700000000000124e-04 1.998132999999999854e-02 4.908355740000000189e+00 -1.514749010000000062e+00 1.872814938699999914e+02 -1.578024167999999960e+01 1.919990520000000034e+00 1.975639464568664794e-01 -1.455928134007117847e-01 9.994444695529373091e-01 9.974475207310670166e-01 9.967408630800795866e-01
5.393066405999999802e+01 7.486599999999999505e-04 1.997824000000000128e-02 4.908098120000000009e+00 -1.514730059999999989e+00 1.872798171599999932e+02 -1.577406135000000020e+01 1.922436660000000019e+00 1.972376910262462202e-01 -1.458248689441919155e-01 9.994440013870516948e-01 9.974483046285190779e-01 9.967414959888258874e-01
5.393676758000000149e+01 7.503499999999999970e-04 1.997515000000000054e-02 4.907840560000000352e+00 -1.514711130000000017e+00 1.872781409199999985e+02 -1.576788469999999975e+01 1.924883160000000037e+00 1.969113003806726436e-01 -1.460563930484637674e-01 9.994435328213857606e-01 9.974490856054160082e-01 9.967421286333039143e-01
5.394287108999999703e+01 7.520400000000000435e-04 1.997205999999999981e-02 4.907583050000000391e+00 -1.514692219999999923e+00 1.872764651299999912e+02 -1.576171173000000003e+01 1.927330009999999927e+00 1.965847763261295844e-01 -1.462873851002431946e-01 9.994430638587463722e-01 9.974498636623931880e-01 9.967427610116186276e-01
5.394897461000000050e+01 7.537200000000000410e-04 1.996896999999999908e-02 4.907325600000000065e+00 -1.514673319999999990e+00 1.872747898099999873e+02 -1.575554245000000009e+01 1.929777209999999910e+00 1.962581185284044127e-01 -1.465178460026278495e-01 9.994425944988701849e-01 9.974506388051950223e-01 9.967433931260205604e-01
5.395507812000000314e+01 7.554000000000000384e-04 1.996589000000000003e-02 4.907068200000000324e+00 -1.514654439999999935e+00 1.872731149500000072e+02 -1.574937684000000004e+01 1.932224759999999986e+00 1.959313287929072278e-01 -1.467477751474349501e-01 9.994421247445623990e-01 9.974514110344739892e-01 9.967440249746157832e-01
5.396118163999999950e+01 7.570800000000000359e-04 1.996279999999999930e-02 4.906810860000000218e+00 -1.514635570000000042e+00 1.872714405499999941e+02 -1.574321489999999990e+01 1.934672659999999933e+00 1.956044067831107514e-01 -1.469771734358955306e-01 9.994416545955543407e-01 9.974521803559514010e-01 9.967446565596526087e-01
5.396728516000000297e+01 7.587499999999999844e-04 1.995970999999999856e-02 4.906553579999999748e+00 -1.514616720000000027e+00 1.872697666100000049e+02 -1.573705664999999954e+01 1.937120909999999974e+00 1.952773537678915150e-01 -1.472060406394647969e-01 9.994411840538794944e-01 9.974529467715432807e-01 9.967452878802729455e-01
5.397338866999999851e+01 7.604299999999999818e-04 1.995662000000000130e-02 4.906296339999999923e+00 -1.514597879999999952e+00 1.872680931399999906e+02 -1.573090207000000085e+01 1.939569510000000108e+00 1.949501710162631074e-01 -1.474343765338793633e-01 9.994407131215757856e-01 9.974537102831875224e-01 9.967459189356203675e-01
